Timestamp,Motor_Position,Potentiometer_Data
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
2024-07-24 17:44:41,0,"0
"
